Probe_CallRate	Probe_Id
0.984375	cg18762727
0.984375	cg03891652
0.984375	cg14029891
0.984375	cg22032894
0.984375	cg08782697
0.984375	cg22272911
0.984375	cg01577980
0.984375	cg14745529
0.984375	cg15635341
0.984375	cg08301459
0.984375	cg06783429
0.984375	cg26814075
0.984375	cg00734629
0.984375	cg25418507
0.984375	cg06100421
0.84375	cg27338480
0.984375	cg19754694
0.90625	cg13452588
0.984375	cg08713474
0.984375	cg04310316
0.578125	cg13174599
0.984375	cg05084361
0.984375	cg15280728
0.984375	cg11468726
0.984375	cg09200263
0	cg24891709
0.96875	cg03047724
0.984375	cg23625084
0.984375	cg15892839
0.984375	cg23687415
0.984375	cg18970103
0.984375	cg13661131
0.984375	cg01582947
0.984375	cg00241650
0.984375	cg26675289
0.984375	cg12411994
0.984375	cg27494647
0.984375	cg05461143
0.390625	cg12710220
0.984375	cg05228237
0.984375	cg23053008
0.984375	cg04030051
0.984375	cg17512207
0.984375	cg10755039
0.984375	cg23494167
0.984375	cg10063233
0.984375	cg04127867
0.984375	cg25090972
0.984375	cg07269364
0.984375	cg25566285
0.984375	cg01191920
0.984375	cg13326081
0.984375	cg09826364
0.984375	cg11276189
0.984375	cg01290718
0.984375	cg18349835
0.984375	cg08586642
0.96875	cg19267776
0.984375	cg00992802
0.984375	cg18155267
0.984375	cg10119564
0.96875	cg11085616
0.984375	cg11701148
0.984375	cg05891136
0.984375	cg02133140
0.984375	cg15481539
0.984375	cg21138131
0.984375	cg05362548
0.359375	cg10040162
0.984375	cg00661245
0.984375	cg05578055
0.984375	cg08458686
0.984375	cg25454546
0.984375	cg23112873
0.984375	cg24568905
0.984375	cg02794906
0.984375	cg18440818
0.984375	cg24129618
0.984375	cg00420450
0.984375	cg13162328
0.984375	cg24924221
0.984375	cg03266380
0.984375	cg07476353
0.984375	cg22738440
0.984375	cg12116192
0.984375	cg07353116
0.984375	cg00877553
0.984375	cg23830290
0.984375	cg16137995
0.984375	cg16334849
0.984375	cg15142246
0.984375	cg09056309
0.984375	cg04591635
0.984375	cg14284618
0.984375	cg22331074
0.984375	cg00271249
0.984375	cg04418647
0.984375	cg06876964
0.984375	cg04263685
0.984375	cg25081985
0.984375	cg01450642
0.984375	cg13438032
0.984375	cg15661450
0.984375	ch.8.61455948R
0.984375	cg20648501
0.984375	cg07363711
0	cg16853787
0.984375	cg18898218
0.984375	cg23643565
0.90625	cg03780545
0.984375	cg03469742
0.75	cg12300724
0.984375	cg10899904
0.984375	cg18026227
0.984375	cg12739504
0.984375	cg27326661
0.984375	cg06383979
0.984375	cg16405582
0.96875	cg17080893
0.984375	cg12799003
0.984375	cg18579631
0.984375	cg27040884
0.171875	cg01331530
0.984375	cg01211485
0.546875	cg18619880
0.984375	cg27338504
0.984375	cg19916637
0.984375	cg03468015
0.984375	cg09484009
0.984375	cg21225450
0.984375	cg24153200
0.984375	cg05999191
0.984375	cg17117823
0.984375	cg07418087
0.984375	cg08679828
0.9375	cg11397370
0.984375	cg11315179
0.984375	cg16672270
0.984375	cg24992181
0.984375	cg13270873
0.984375	cg09613594
0.984375	cg08870893
0.984375	cg10197666
0.984375	cg02225716
0.984375	cg08266662
0.953125	cg10980686
0.984375	cg12254515
0.984375	cg21712812
0.984375	cg19403939
0.984375	cg26909954
0.984375	cg01013321
0.984375	cg22145042
0.984375	cg07068255
0.546875	cg25258549
0.984375	cg02505749
0.984375	cg13582226
0.984375	cg02467735
0.984375	cg00637285
0.984375	cg11988591
0.984375	cg10039163
0.984375	cg02503395
0.984375	cg13282195
0.984375	cg27466766
0.984375	cg06142979
0.90625	cg05425023
0	cg16797714
0.984375	cg09019592
0.984375	cg25788012
0.984375	cg03189237
0.984375	cg16725264
0.984375	cg22638461
0.984375	cg26440467
0.984375	cg03667317
0.984375	cg18200385
0.984375	cg09372546
0.984375	cg17820989
0.984375	cg23413007
0.984375	cg14912223
0.984375	cg20047825
0.984375	cg00140502
0.984375	cg26421123
0.984375	cg13353245
0.984375	cg16497583
0.984375	cg05006903
0.9375	cg03629577
0.984375	cg26381783
0.984375	cg13663644
0.984375	cg13895441
0.984375	cg14497348
0.984375	cg21171639
0.984375	cg24269890
0.984375	cg11768833
0.984375	cg01317818
0.984375	cg13601799
0.609375	cg05151778
0.984375	cg14237843
0.984375	cg13494173
0.96875	cg26547132
0.921875	cg26523019
0.984375	cg14408997
0.984375	cg00512784
0.984375	cg02258201
0.984375	cg14317609
0.984375	cg00204390
0.03125	cg19774733
0.984375	cg13706899
0.984375	cg14528441
0.984375	cg14610066
0.984375	cg13867669
0.984375	cg03870581
0.421875	cg02346421
0.984375	cg02514559
0.984375	cg23788167
0.984375	cg10432931
0.984375	cg21970086
0.984375	cg14487131
0.984375	cg13740985
0.984375	cg02446878
0.984375	cg04299170
0.984375	cg16587635
0.984375	cg13267542
0.984375	cg21245306
0.984375	cg14637253
0.984375	cg04236580
0.984375	cg20794750
0.984375	cg13763287
0.984375	cg21657010
0.984375	cg01512589
0.984375	cg14323067
0.78125	cg11581446
0.984375	cg22267633
0.984375	cg13967864
0.90625	cg04935253
0.984375	cg14871712
0.984375	cg03245084
0.984375	cg13603332
0.703125	cg11849422
0.984375	cg14496799
0.765625	cg10086072
0.71875	cg21315613
0.984375	cg00960088
0	cg20366783
0.984375	cg16107559
0.984375	cg04382108
0.984375	cg14361119
0.984375	cg11478748
0.984375	cg13802942
0.984375	cg00719864
0.984375	cg15480019
0.984375	cg07109287
0.984375	cg23611476
0.15625	cg25564909
0.984375	cg08188860
0.984375	cg13593275
0.984375	cg03848290
0.984375	cg07814296
0.984375	cg13443800
0.984375	cg02343915
0.984375	cg13745513
0.984375	cg16898150
0.984375	cg13980392
0.984375	cg06988642
0.984375	cg10640119
0.984375	cg13483502
0.984375	cg14567798
0.96875	cg20174000
0.984375	cg26501357
0.984375	cg13033853
0.984375	cg14489049
0.953125	cg11775181
0.984375	cg21244880
0.453125	cg03631223
0.984375	cg14301000
0.984375	cg06128608
0.984375	cg16408394
0.984375	cg05329720
0.984375	cg16423137
0.03125	cg11582634
0.984375	cg14214635
0.984375	cg13681781
0.984375	cg10364271
0	cg23166923
0.984375	cg13798431
0.5625	cg14435720
0.984375	cg13722942
0.984375	cg02772733
0.90625	cg06909315
0.984375	cg14328415
0.765625	cg25499748
0.984375	cg19503992
0.984375	cg13580382
0.984375	cg13704911
0.984375	cg07687043
0.984375	cg13628057
0.984375	cg03043405
0.984375	cg03734380
0.078125	cg21013536
0.984375	cg17279959
0.984375	cg20660212
0.984375	cg14198185
0.984375	cg15731797
0.015625	cg16784820
0.984375	cg01813294
0.984375	cg02035866
0.90625	cg04292836
0.984375	cg10941721
0.984375	cg01542035
0.984375	cg22710391
0.984375	cg11117255
0.984375	cg11148212
0.984375	cg24355643
0.984375	cg22010317
0.984375	cg22268449
0.984375	cg08318837
0.984375	cg01191902
0.984375	cg04666932
0.984375	cg21983484
0.984375	cg13136701
0.96875	cg06988760
0.984375	cg24247857
0.984375	cg10143058
0.984375	cg23210456
0.984375	cg15035437
0.984375	cg20258249
0.953125	cg21544051
0.984375	cg00914218
0.984375	cg23872179
0.984375	cg20563277
0.984375	cg15954245
0.984375	cg12298619
0.984375	cg19936436
0.984375	cg09781635
0.984375	cg03487966
0.984375	cg03331695
0.984375	cg18278285
0.984375	cg06338119
0.984375	cg26287822
0.984375	cg08981801
0.984375	cg03944921
0.046875	cg22817042
0.078125	cg18689730
0.984375	cg01716666
0.984375	cg10706039
0.984375	cg03102729
0.984375	cg14781735
0.984375	cg07832156
0.984375	cg16716035
0.984375	cg11647489
0.984375	cg19579913
0.984375	cg24826812
0.484375	cg03890843
0.515625	cg06521531
0.984375	cg20569128
0.984375	cg17386265
0.984375	cg20024850
0.984375	cg07929406
0	cg21939789
0.890625	cg06538336
0.984375	cg18521137
0.984375	cg05184436
0.984375	cg02459704
0.984375	cg20662913
0.9375	cg11170680
0.46875	cg11828654
0.984375	cg02742918
0.984375	cg09559792
0.703125	cg06042004
0.984375	cg03767353
0.984375	cg00071863
0.984375	cg05954446
0.984375	cg17837162
0.984375	cg00639218
0.984375	cg16112264
0.984375	cg04918256
0.984375	cg15429127
0.984375	cg06479204
0.984375	cg02340092
0.984375	cg15234083
0.984375	cg15462332
